Datetime,PM2.5,PM10,NOx,CO
2018-05-03 12:00:00,23.68,,18.53,0.92
2018-05-04 12:00:00,,,36.37,1.28
2018-05-05 12:00:00,79.81,,7.62,0.66
2018-05-06 12:00:00,46.43,,8.1,0.51
2018-05-07 12:00:00,46.82,,13.04,0.85
2018-05-08 12:00:00,13.33,,13.2,0.7
2018-05-09 12:00:00,34.69,,22.79,0.53
2018-05-10 12:00:00,13.5,,21.71,1.04
2018-05-11 12:00:00,12.11,,8.08,0.73
2018-05-12 12:00:00,11.54,,9.32,1.11
2018-05-13 12:00:00,9.91,,9.1,0.9
2018-05-14 12:00:00,17.32,,12.88,0.85
